Binary Value,Probability
101001000,0.0010532729196503483
101001001,0.0003374484205875274
101001010,8.663708581090272e-06
101001011,2.7756858859430694e-06
101001100,0.00048559046670796545
101001101,0.00015557386218318357
101001110,7.41578065236202e-06
101001111,2.3758737378284057e-06
101010000,0.013172840330396498
101010001,0.004220325122969659
101010010,0.00478965674994117
101010011,0.00153451406114246
101010100,0.0007905377758075374
101010101,0.0002532731250221324
101010110,0.00013160767615681465
101010111,4.216457256971417e-05
101011000,0.0034616342130843634
101011001,0.0011090411384020403
101011010,0.001258653354832531
101011011,0.00040324836871000717
101011100,0.00020774203154625318
101011101,6.655655825481468e-05
101011110,3.458461676163373e-05
101011111,1.1080247184853534e-05
101100000,0.0030744521736694942
101100001,0.0009849954468791086
101100010,0.006018642526530505
101100011,0.001928257507401649
101100100,0.000225820458898131
101100101,7.234853927206397e-05
101100110,0.0005735897702492992
101100111,0.0001837671494488277
101101000,0.0008079221006200086
101101001,0.00025884272891254405
101101010,0.001581613256033097
101101011,0.0005067185202158605
101101100,5.934238986654818e-05
101101101,1.9012162337757203e-05
101101110,0.00015073119563959744
101101111,4.8291381039908186e-05
101110000,0.004231830671263486
101110001,0.001355797295809877
101110010,0.001229178978579613
101110011,0.0003938053444673903
101110100,0.0003349507427856475
101110101,0.00010731178692523249
101110110,0.0002402380013974281
101110111,7.696764307163408e-05
101111000,0.001112064632091729
101111001,0.0003562841564512811
101111010,0.0003230106719229629
101111011,0.00010348641747051063
101111100,8.802026911761135e-05
101111101,2.8200004233743226e-05
101111110,6.313111402416217e-05
101111111,2.0225996814250704e-05
110000000,0.020238573135185716
110000001,0.0064840502513638315
110000010,0.002648454853869065
110000011,0.0008485140847750732
110000100,0.003988204100070798
110000101,0.001277744020036472
110000110,0.002384568135552608
110000111,0.0007639698468585838
110001000,0.005318407832448092
110001001,0.0017039157559426417
110001010,0.0006959760920207377
110001011,0.00022297737712371893
110001100,0.0010480430503443943
110001101,0.0003357728708755305
110001110,0.0006266304331050262
110001111,0.00020076035944564547
110010000,0.010390074592664895
110010001,0.003328780409777617
110010010,0.0038486057670158356
110010011,0.0012330193944174177
110010100,0.009339941731107656
110010101,0.0029923380035139233
110010110,0.0047126006271067345
110010111,0.0015098267588659407
110011000,0.002730363139942861
110011001,0.000874755926991817
110011010,0.0010113586031278347
110011011,0.0003240198783297203
110011100,0.0024544032291966182
110011101,0.0007863436700264446
110011110,0.0012384041068008989
110011111,0.0003967608984267799
110100000,0.0010697254815696237
110100001,0.00034271950553682986
110100010,0.007664332372075672
110100011,0.0024555049366249315
110100100,0.001738432105224516
110100101,0.0005569602685706599
110100110,0.0020544071653143315
110100111,0.000658192611093767
110101000,0.0002811085713279957
110101001,9.006178896134372e-05
110101010,0.0020140770323015533
110101011,0.0006452716108161132
110101100,0.00045683511692488053
110101101,0.00014636120021617387
110101110,0.0005398688477721565
110101111,0.0001729636133297708
110110000,0.008219975361185537
110110001,0.0026335222819753655
110110010,0.007104446113508357
110110011,0.0022761281292112186
110110100,0.0036440306331054734
110110101,0.0011674774493606232
110110110,0.003893833522575152
110110111,0.0012475094989244976
110111000,0.002160092070297938
110111001,0.0006920520254974897
110111010,0.0018669469237235134
110111011,0.0005981339489297604
110111100,0.0009575991810951894
110111101,0.00030679639169281194
110111110,0.0010232438110327606
110111111,0.00032782767074614584
111000000,0.005318407832448093
111000001,0.0017039157559426432
111000010,0.0006959760920207378
111000011,0.00022297737712371926
111000100,0.0010480430503443925
111000101,0.0003357728708755299
111000110,0.000626630433105025
111000111,0.0002007603594456451
111001000,0.0013976015840301346
111001001,0.00044776471353517297
111001010,0.00018289257223200737
111001011,5.859526860081898e-05
111001100,0.0002754107382206651
111001101,8.823631263230438e-05
111001110,0.00016466952394396305
111001111,5.275695381234775e-05
111010000,0.002730363139942866
111010001,0.0008747559269918172
111010010,0.0010113586031278345
111010011,0.00032401987832971987
111010100,0.0024544032291966235
111010101,0.0007863436700264457
111010110,0.0012384041068008974
111010111,0.00039676089842677874
111011000,0.0007175004192194717
111011001,0.0002298733582905316
111011010,0.0002657705896735138
111011011,8.514779412890912e-05
111011100,0.0006449820978461695
111011101,0.00020663988047625055
111011110,0.00032543490380233987
111011111,0.00010426309481934515
111100000,0.0002811085713279952
111100001,9.00617889613435e-05
111100010,0.002014077032301549
111100011,0.0006452716108161127
111100100,0.00045683511692488096
111100101,0.00014636120021617398
111100110,0.0005398688477721579
111100111,0.00017296361332977197
111101000,7.387131580535657e-05
111101001,2.366695125278177e-05
111101010,0.0005292706650906925
111101011,0.00016956815908402337
111101100,0.0001200497410445693
111101101,3.8461632072416484e-05
111101110,0.00014186981904837874
111101111,4.5452366118751125e-05
111110000,0.002160092070297939
111110001,0.0006920520254974909
111110010,0.0018669469237235126
111110011,0.0005981339489297597
111110100,0.0009575991810951895
111110101,0.0003067963916928122
111110110,0.001023243811032761
111110111,0.00032782767074614633
111111000,0.0005676413306780341
111111001,0.00018186138362039428
111111010,0.0004906069748876554
111111011,0.00015718105508686373
111111100,0.00025164338172775126
111111101,8.062170794586012e-05
111111110,0.0002688938524840695
111111111,8.614842756668077e-05
